"Ambar ";1313;Huaura;Lima
"Ambo ";"881 ";Ambo;Huánuco
"Amotape ";1540;Huancabamba;Piura
"Ananea ";1659;Melgar;Puno
"Anapia ";1677;San Antonio de Putina;Puno
"Ancahuasi ";"687 ";Anta;Cusco
"Anchonga ";"796 ";Angaraes;Huancavelica
"Anco ";"469 ";La Mar;Ayacucho
"Anco ";"821 ";Churcampa;Huancavelica
"Anco-Huallo ";"302 ";Chincheros;Apurímac
"Ancon ";1325;Lima;Lima
"Andabamba ";"663 ";Santa Cruz;Cajamarca
"Andabamba ";"789 ";Acobamba;Huancavelica
"Andagua ";"380 ";Castilla;Arequipa
"Andahuaylas ";"259 ";Andahuaylas;Apurímac
"Andahuaylillas ";"769 ";Quispicanchi;Cusco
"Andajes ";1368;Oyón;Lima
"Andamarca ";1014;Concepción;Junín
"Andarapa ";"260 ";Andahuaylas;Apurímac
"Andaray ";"413 ";Condesuyos;Arequipa
"Angasmarca ";1181;Santiago de Chuco;La Libertad
"Anguia ";"575 ";Chota;Cajamarca
"Anra ";"149 ";Huari;Ancash
"Anta ";"114 ";Carhuaz;Ancash
"Anta ";"688 ";Anta;Cusco
"Anta ";"790 ";Acobamba;Huancavelica
"Antabamba ";"278 ";Antabamba;Apurímac
"Antauta ";1631;El Collao;Puno
"Antioquia ";1281;Huarochirí;Lima
Antonio Raymondi;"98  ";Bolognesi;Ancash
"Aparicio Pomares ";"948 ";Yarowilca;Huánuco
"Apata ";1057;Jauja;Junín
"Aplao ";"381 ";Castilla;Arequipa
"Apongo ";"528 ";Víctor Fajardo;Ayacucho
"Aquia ";"99  ";Bolognesi;Ancash
"Aramango ";"1   ";Bagua;Amazonas
"Arancay ";"902 ";Huamalíes;Huánuco
"Arapa ";1577;Sechura;Piura
"Arenal ";1541;Huancabamba;Piura
"Arequipa ";"331 ";Arequipa;Arequipa
"Arma ";"808 ";Castrovirreyna;Huancavelica
"Ascope ";1121;Ascope;La Libertad
"Asia ";1253;Cañete;Lima
"Asillo ";1578;Sechura;Piura
"Asquipata ";"529 ";Víctor Fajardo;Ayacucho
"Asuncion ";"18  ";Chachapoyas;Amazonas
"Asuncion ";"551 ";Cajamarca;Cajamarca
"Ataquero ";"115 ";Carhuaz;Ancash
"Ataura ";1058;Jauja;Junín
"Atavillos Alto ";1269;Huaral;Lima
"Atavillos Bajo ";1270;Huaral;Lima
"Ate ";1326;Lima;Lima
"Atico ";"368 ";Caravelí;Arequipa
"Atiquipa ";"369 ";Caravelí;Arequipa
"Atuncolla ";1646;Lampa;Puno
"Aucallama ";1271;Huaral;Lima
"Aucara ";"477 ";Lucanas;Ayacucho
"Aurahua ";"809 ";Castrovirreyna;Huancavelica
"Awajun ";1733;Mariscal Cáceres;San Martín
"Ayabaca ";1512;Oxapampa;Pasco
"Ayacucho ";"446 ";Huamanga;Ayacucho
"Ayapata ";1592;Sullana;Piura
"Ayauca ";1375;Yauyos;Lima
"Ayavi ";"847 ";Huaytará;Huancavelica
"Ayaviri ";1376;Yauyos;Lima
"Ayaviri ";1632;El Collao;Puno
"Ayna ";"470 ";La Mar;Ayacucho
"Ayo ";"382 ";Castilla;Arequipa
"Azangaro ";1377;Yauyos;Lima
"Azangaro ";1579;Sechura;Piura
"Bagua Grande ";"77  ";Utcubamba;Amazonas
"Bajo Biavo ";1685;San Román;Puno
"Balsapuerto ";1407;Alto Amazonas;Loreto
"Balsas ";"19  ";Chachapoyas;Amazonas
"Bambamarca ";"617 ";Hualgayoc;Cajamarca
"Bambamarca ";1128;Bolívar;La Libertad
"Bambas ";"131 ";Corongo;Ancash
"Baños ";"923 ";Lauricocha;Huánuco
"Barranca ";1236;Barranca;Lima
"Barranca ";1408;Alto Amazonas;Loreto
"Barranco ";1327;Lima;Lima
"Barranquita ";1702;Bellavista;San Martín
"Belen ";"516 ";Sucre;Ayacucho
"Bella Union ";"370 ";Caravelí;Arequipa
"Bellavista ";"620 ";Jaén;Cajamarca
"Bellavista ";"674 ";Callao;Callao
"Bellavista ";1562;Paita;Piura
"Bellavista ";1686;San Román;Puno
Bellavista De La Union;1556;Morropón;Piura
"Bernal ";1557;Morropón;Piura
"Bolivar ";"646 ";San Miguel;Cajamarca
"Bolivar ";1129;Bolívar;La Libertad
"Bolognesi ";"198 ";Pallasca;Ancash
"Breña ";1328;Lima;Lima
Buena Vista Alta;"126 ";Casma;Ancash
"Buenos Aires ";1530;Ayabaca;Piura
"Buenos Aires ";1723;Lamas;San Martín
"Buldibuyo ";1160;Pataz;La Libertad
"Cabana ";"199 ";Pallasca;Ancash
"Cabana ";"478 ";Lucanas;Ayacucho
"Cabana ";1664;Moho;Puno
"Cabanaconde ";"395 ";Caylloma;Arequipa
"Cabanilla ";1621;Chucuito;Puno
"Cabanillas ";1665;Moho;Puno
"Cacatachi ";1743;Moyobamba;San Martín
Caceres Del Peru;"223 ";Santa;Ancash
"Cachachi ";"547 ";Cajabamba;Cajamarca
"Cachicadan ";1182;Santiago de Chuco;La Libertad
"Cachimayo ";"689 ";Anta;Cusco
"Cacra ";1378;Yauyos;Lima
"Cahuac ";"949 ";Yarowilca;Huánuco
"Cahuacho ";"371 ";Caravelí;Arequipa
"Cahuapanas ";1409;Alto Amazonas;Loreto
"Caicay ";"763 ";Paucartambo;Cusco
Cairani;1761;Rioja;San Martín
"Caja ";"791 ";Acobamba;Huancavelica
"Cajabamba ";"548 ";Cajabamba;Cajamarca
"Cajacay ";"100 ";Bolognesi;Ancash
"Cajamarca ";"552 ";Cajamarca;Cajamarca
"Cajamarquilla ";"189 ";Ocros;Ancash
"Cajaruro ";"78  ";Utcubamba;Amazonas
"Cajatambo ";1241;Cajatambo;Lima
"Cajay ";"150 ";Huari;Ancash
"Calamarca ";1141;Julcán;La Libertad
Calana;1771;Tocache;San Martín
"Calango ";1254;Cañete;Lima
"Calapuja ";1622;Chucuito;Puno
"Calca ";"696 ";Calca;Cusco
"Caleta De Carquin ";1314;Huaura;Lima
"Callahuanca ";1282;Huarochirí;Lima
"Callalli ";"396 ";Caylloma;Arequipa
"Callanmarca ";"797 ";Angaraes;Huancavelica
"Callao ";"675 ";Callao;Callao
"Calleria ";1803;Tumbes;Tumbes
"Calquis ";"647 ";San Miguel;Cajamarca
"Calzada ";1717;Huallaga;San Martín
"Camana ";"359 ";Camaná;Arequipa
"Camanti ";"770 ";Quispicanchi;Cusco
Camilaca;1762;Rioja;San Martín
"Caminaca ";1580;Sechura;Piura
"Campanilla ";1712;El Dorado;San Martín
"Camporredondo ";"42  ";Luya;Amazonas
"Campoverde ";1804;Tumbes;Tumbes
"Canaria ";"530 ";Víctor Fajardo;Ayacucho
"Canaris ";1218;Ferreñafe;Lambayeque
"Canchabamba ";"898 ";Huacaybamba;Huánuco
"Canchaque ";1522;Pasco;Pasco
"Canchayllo ";1059;Jauja;Junín
Candarave;1763;Rioja;San Martín
"Cangallo ";"438 ";Cangallo;Ayacucho
"Canis ";"101 ";Bolognesi;Ancash
"Canta ";1246;Canta;Lima
"Capachica ";1647;Lampa;Puno
"Capacmarca ";"720 ";Chumbivilcas;Cusco
"Capaya ";"285 ";Aymaraes;Apurímac
Capazo;1608;Azángaro;Puno
"Capelo ";1439;Maynas;Loreto
"Capilllas ";"810 ";Castrovirreyna;Huancavelica
"Carabamba ";1142;Julcán;La Libertad
"Carabayllo ";1329;Lima;Lima
"Caracoto ";1666;Moho;Puno
"Carampoma ";1283;Huarochirí;Lima
"Carania ";1379;Yauyos;Lima
"Carapo ";"458 ";Huanca Sancos;Ayacucho
"Caraveli ";"372 ";Caravelí;Arequipa
"Caraybamba ";"286 ";Aymaraes;Apurímac
"Caraz ";"170 ";Huaylas;Ancash
"Carhuacallanga ";1028;Huancayo;Junín
"Carhuamayo ";1090;Junín;Junín
"Carhuanca ";"540 ";Vilcashuamán;Ayacucho
"Carhuapampa ";"190 ";Ocros;Ancash
"Carhuaz ";"116 ";Carhuaz;Ancash
"Carmen Alto ";"447 ";Huamanga;Ayacucho
Carmen De La Legua Reynoso;"676 ";Callao;Callao
"Carmen Salcedo ";"479 ";Lucanas;Ayacucho
"Carumas ";1478;General Sánchez Cerro;Moquegua
"Casca ";"180 ";Mariscal Luzuriaga;Ancash
"Cascapara ";"242 ";Yungay;Ancash
"Cascas ";1137;Gran Chimú;La Libertad
"Cashapampa ";"234 ";Sihuas;Ancash
"Casitas ";1787;Jorge Basadre;Tacna
"Casma ";"127 ";Casma;Ancash
"Caspisapa ";1724;Lamas;San Martín
"Castilla ";1547;Huancabamba;Piura
"Castrovirreyna ";"811 ";Castrovirreyna;Huancavelica
"Catac ";"213 ";Recuay;Ancash
"Catacaos ";1548;Huancabamba;Piura
"Catache ";"664 ";Santa Cruz;Cajamarca
"Catahuasi ";1380;Yauyos;Lima
"Catilluc ";"648 ";San Miguel;Cajamarca
"Caujul ";1369;Oyón;Lima
"Cayara ";"531 ";Víctor Fajardo;Ayacucho
"Cayarani ";"414 ";Condesuyos;Arequipa
"Caylloma ";"397 ";Caylloma;Arequipa
"Cayma ";"332 ";Arequipa;Arequipa
"Cayna ";"882 ";Ambo;Huánuco
"Caynarachi ";1703;Bellavista;San Martín
"Ccapi ";"755 ";Paruro;Cusco
"Ccarhuayo ";"771 ";Quispicanchi;Cusco
"Ccatca ";"772 ";Quispicanchi;Cusco
"Ccochaccasa ";"798 ";Angaraes;Huancavelica
"Ccorca ";"728 ";Cuzco;Cusco
"Celendin ";"563 ";Celendín;Cajamarca
"Cerro Azul ";1255;Cañete;Lima
"Cerro Colorado ";"333 ";Arequipa;Arequipa
"Chacabamba ";"950 ";Yarowilca;Huánuco
"Chacapalca ";1111;Yauli;Junín
"Chacapampa ";1029;Huancayo;Junín
"Chacas ";"96  ";Asunción;Ancash
"Chacayan ";1484;Ilo;Moquegua
"Chaccho ";"90  ";Antonio Raymondi;Ancash
"Chachapoyas ";"20  ";Chachapoyas;Amazonas
"Chachas ";"383 ";Castilla;Arequipa
"Chaclacayo ";1330;Lima;Lima
"Chacoche ";"251 ";Abancay;Apurímac
"Chadin ";"576 ";Chota;Cajamarca
"Chaglla ";"939 ";Pachitea;Huánuco
"Chala ";"373 ";Caravelí;Arequipa
"Chalaco ";1531;Ayabaca;Piura
"Chalamarca ";"577 ";Chota;Cajamarca
"Chalcos ";"517 ";Sucre;Ayacucho
"Chalhuanca ";"287 ";Aymaraes;Apurímac
"Challabamba ";"764 ";Paucartambo;Cusco
"Challhuahuacho ";"310 ";Cotabambas;Apurímac
"Chamaca ";"721 ";Chumbivilcas;Cusco
"Chambara ";1015;Concepción;Junín
"Chancay ";"639 ";San Marcos;Cajamarca
"Chancay ";1272;Huaral;Lima
"Chancaybaños ";"665 ";Santa Cruz;Cajamarca
"Chanchamayo ";"998 ";Chanchamayo;Junín
"Changuillo ";"980 ";Nazca;Ica
"Chao ";1200;Virú;La Libertad
"Chaparra ";"374 ";Caravelí;Arequipa
"Chapimarca ";"288 ";Aymaraes;Apurímac
"Characato ";"334 ";Arequipa;Arequipa
"Charat ";1146;Otuzco;La Libertad
"Charcana ";"428 ";La Unión;Arequipa
"Chaupimarca ";1499;Daniel A. Carrión;Pasco
"Chavin ";"956 ";Chincha;Ica
Chavin De Huantar;"151 ";Huari;Ancash
"Chavin De Pariarca ";"903 ";Huamalíes;Huánuco
"Chavinillo ";"951 ";Yarowilca;Huánuco
"Chaviña ";"480 ";Lucanas;Ayacucho
"Chazuta ";1744;Moyobamba;San Martín
"Checacupe ";"712 ";Canchis;Cusco
"Checca ";"704 ";Canas;Cusco
"Checras ";1315;Huaura;Lima
"Chepen ";1134;Chepén;La Libertad
"Chetilla ";"553 ";Cajamarca;Cajamarca
"Cheto ";"21  ";Chachapoyas;Amazonas
"Chiara ";"261 ";Andahuaylas;Apurímac
"Chiara ";"448 ";Huamanga;Ayacucho
"Chicama ";1122;Ascope;La Libertad
Chicche;1030;Huancayo;Junín
"Chichas ";"415 ";Condesuyos;Arequipa
"Chicla ";1284;Huarochirí;Lima
"Chiclayo ";1203;Chiclayo;Lambayeque
"Chiguata ";"335 ";Arequipa;Arequipa
"Chiguirip ";"578 ";Chota;Cajamarca
"Chilca ";1031;Huancayo;Junín
"Chilca ";1256;Cañete;Lima
"Chilcas ";"471 ";La Mar;Ayacucho
"Chilcaymarca ";"384 ";Castilla;Arequipa
"Chilcayoc ";"518 ";Sucre;Ayacucho
"Chilete ";"594 ";Contumazá;Cajamarca
"Chiliquin ";"22  ";Chachapoyas;Amazonas
"Chillia ";1161;Pataz;La Libertad
"Chimban ";"579 ";Chota;Cajamarca
"Chimbote ";"224 ";Santa;Ancash
"Chincha Alta ";"957 ";Chincha;Ica
"Chincha Baja ";"958 ";Chincha;Ica
"Chinchao ";"914 ";Huánuco;Huánuco
"Chinchaypujio ";"690 ";Anta;Cusco
"Chinchero ";"781 ";Urubamba;Cusco
"Chincheros ";"303 ";Chincheros;Apurímac
"Chinchihuasi ";"822 ";Churcampa;Huancavelica
"Chincho ";"799 ";Angaraes;Huancavelica
"Chingalpo ";"235 ";Sihuas;Ancash
"Chingas ";"91  ";Antonio Raymondi;Ancash
"Chipao ";"481 ";Lucanas;Ayacucho
"Chipurana ";1745;Moyobamba;San Martín
"Chiquian ";"102 ";Bolognesi;Ancash
"Chirimoto ";"65  ";Rodríguez de Mendoza;Amazonas
"Chirinos ";"632 ";San Ignacio;Cajamarca
"Chisquilla ";"6   ";Bongará;Amazonas
"Chivay ";"398 ";Caylloma;Arequipa
"Chochope ";1224;Lambayeque;Lambayeque
"Choco ";"385 ";Castilla;Arequipa
"Chocope ";1123;Ascope;La Libertad
"Chocos ";1381;Yauyos;Lima
"Chojata ";1464;Tahuamanu;Madre de Dios
"Cholon ";"936 ";Marañón;Huánuco
"Chongos Alto ";1032;Huancayo;Junín
"Chongos Bajo ";1006;Chupaca;Junín
"Chongoyape ";1204;Chiclayo;Lambayeque
"Chontabamba ";1492;Mariscal Nieto;Moquegua
"Chontali ";"621 ";Jaén;Cajamarca
"Choropampa ";"580 ";Chota;Cajamarca
"Choros ";"602 ";Cutervo;Cajamarca
"Chorrillos ";1331;Lima;Lima
"Chota ";"581 ";Chota;Cajamarca
Chucatamani;1779;Candarave;Tacna
"Chucuito ";1648;Lampa;Puno
"Chugay ";1173;Sánchez Carrión;La Libertad
"Chugur ";"618 ";Hualgayoc;Cajamarca
"Chulucanas ";1532;Ayabaca;Piura
"Chumpi ";"498 ";Parinacochas;Ayacucho
"Chumuch ";"564 ";Celendín;Cajamarca
"Chungui ";"472 ";La Mar;Ayacucho
"Chupa ";1581;Sechura;Piura
"Chupaca ";1007;Chupaca;Junín
"Chupamarca ";"812 ";Castrovirreyna;Huancavelica
"Chupuro ";1033;Huancayo;Junín
"Chuquibamba ";"23  ";Chachapoyas;Amazonas
"Chuquibamba ";"416 ";Condesuyos;Arequipa
"Chuquibambilla ";"316 ";Grau;Apurímac
"Chuquis ";"889 ";Dos de Mayo;Huánuco
"Churcampa ";"823 ";Churcampa;Huancavelica
"Churubamba ";"915 ";Huánuco;Huánuco
"Churuja ";"7   ";Bongará;Amazonas
"Chuschi ";"439 ";Cangallo;Ayacucho
"Cieneguilla ";1332;Lima;Lima
"Circa ";"252 ";Abancay;Apurímac
Ciudad Nueva;1772;Tocache;San Martín
"Coalaque ";1465;Tahuamanu;Madre de Dios
"Coasa ";1593;Sullana;Piura
"Coata ";1649;Lampa;Puno
"Coayllo ";1257;Cañete;Lima
"Cocabamba ";"43  ";Luya;Amazonas
"Cocachacra ";"421 ";Islay;Arequipa
"Cocas ";"813 ";Castrovirreyna;Huancavelica
"Cochabamba ";"137 ";Huaraz;Ancash
"Cochabamba ";"582 ";Chota;Cajamarca
"Cochabamba ";"899 ";Huacaybamba;Huánuco
"Cochamal ";"66  ";Rodríguez de Mendoza;Amazonas
"Cochamarca ";1370;Oyón;Lima
"Cochapeti ";"165 ";Huarmey;Ancash
"Cocharcas ";"304 ";Chincheros;Apurímac
"Cochas ";"191 ";Ocros;Ancash
"Cochas ";1016;Concepción;Junín
"Cochas ";1382;Yauyos;Lima
"Cochorco ";1174;Sánchez Carrión;La Libertad
"Codo De Pozuzo ";"943 ";Puerto Inca;Huánuco
"Coishco ";"225 ";Santa;Ancash
"Cojata ";1613;Carabaya;Puno
"Colan ";1542;Huancabamba;Piura
"Colasay ";"622 ";Jaén;Cajamarca
"Colca ";"532 ";Víctor Fajardo;Ayacucho
"Colca ";1034;Huancayo;Junín
"Colcabamba ";"138 ";Huaraz;Ancash
"Colcabamba ";"289 ";Aymaraes;Apurímac
"Colcabamba ";"866 ";Tayacaja;Huancavelica
"Colcamar ";"44  ";Luya;Amazonas
"Colcha ";"756 ";Paruro;Cusco
"Collayuc ";"603 ";Cutervo;Cajamarca
"Colonia ";1383;Yauyos;Lima
"Colpas ";"883 ";Ambo;Huánuco
"Colquemarca ";"722 ";Chumbivilcas;Cusco
"Colquepata ";"765 ";Paucartambo;Cusco
"Colquioc ";"103 ";Bolognesi;Ancash
"Colta ";"506 ";Páucar del Sara Sara;Ayacucho
"Comandante Noel ";"128 ";Casma;Ancash
"Comas ";1017;Concepción;Junín
"Comas ";1333;Lima;Lima
"Combapata ";"713 ";Canchis;Cusco
"Conayca ";"832 ";Huancavelica;Huancavelica
"Concepcion ";"541 ";Vilcashuamán;Ayacucho
"Concepcion ";1018;Concepción;Junín
"Conchamarca ";"884 ";Ambo;Huánuco
"Conchan ";"583 ";Chota;Cajamarca
"Conchucos ";"200 ";Pallasca;Ancash
"Condebamba ";"549 ";Cajabamba;Cajamarca
"Condormarca ";1130;Bolívar;La Libertad
"Condoroma ";"737 ";Espinar;Cusco
"Conduriri ";1609;Azángaro;Puno
"Congalla ";"800 ";Angaraes;Huancavelica
"Congas ";"192 ";Ocros;Ancash
"Conila ";"45  ";Luya;Amazonas
"Conima ";1640;Huancané;Puno
"Contamana ";1448;Putumayo;Loreto
"Contumaza ";"595 ";Contumazá;Cajamarca
"Copa ";1242;Cajatambo;Lima
"Copallin ";"2   ";Bagua;Amazonas
"Copani ";1678;San Antonio de Putina;Puno
"Coporaque ";"399 ";Caylloma;Arequipa
"Coporaque ";"738 ";Espinar;Cusco
"Coracora ";"499 ";Parinacochas;Ayacucho
"Corani ";1594;Sullana;Piura
"Corculla ";"507 ";Páucar del Sara Sara;Ayacucho
"Cordova ";"848 ";Huaytará;Huancavelica
"Coris ";"85  ";Aija;Ancash
Coronel Castañeda;"500 ";Parinacochas;Ayacucho
"Corongo ";"132 ";Corongo;Ancash
"Corosha ";"8   ";Bongará;Amazonas
"Corrales ";1789;Tacna;Tacna
"Cortegana ";"565 ";Celendín;Cajamarca
"Cospan ";"554 ";Cajamarca;Cajamarca
"Cotabambas ";"311 ";Cotabambas;Apurímac
"Cotahuasi ";"429 ";La Unión;Arequipa
"Cotaparaco ";"214 ";Recuay;Ancash
"Cotaruse ";"290 ";Aymaraes;Apurímac
"Coviriali ";1094;Satipo;Junín
"Coya ";"697 ";Calca;Cusco
"Coyllurqui ";"312 ";Cotabambas;Apurímac
Cristo Nos Valga;1558;Morropón;Piura
"Crucero ";1595;Sullana;Piura
"Cuchumbaya ";1479;General Sánchez Cerro;Moquegua
"Cuenca ";"833 ";Huancavelica;Huancavelica
"Cuenca ";1285;Huarochirí;Lima
"Cuispes ";"9   ";Bongará;Amazonas
"Cujillo ";"604 ";Cutervo;Cajamarca
"Culebras ";"166 ";Huarmey;Ancash
"Cullhuas ";1035;Huancayo;Junín
"Cumba ";"79  ";Utcubamba;Amazonas
"Cuñumbuqui ";1704;Bellavista;San Martín
"Cupi ";1633;El Collao;Puno
"Cupisnique ";"596 ";Contumazá;Cajamarca
"Cura Mori ";1549;Huancabamba;Piura
"Curahuasi ";"253 ";Abancay;Apurímac
"Curahuay ";1247;Canta;Lima
"Curasco ";"317 ";Grau;Apurímac
"Curgos ";1175;Sánchez Carrión;La Libertad
Curibaya;1764;Rioja;San Martín
"Curicaca ";1060;Jauja;Junín
"Curimana ";1809;Zarumilla;Tumbes
"Curpahuasi ";"318 ";Grau;Apurímac
"Cusca ";"133 ";Corongo;Ancash
"Cusco ";"729 ";Cuzco;Cusco
"Cusipata ";"773 ";Quispicanchi;Cusco
"Cutervo ";"605 ";Cutervo;Cajamarca
"Cuturapi ";1679;San Antonio de Putina;Puno
"Cuyocuyo ";1669;Puno;Puno
Daniel Alomias Robles;"930 ";Leoncio Prado;Huánuco
"Daniel Hernandez ";"867 ";Tayacaja;Huancavelica
"Dean Valdivia ";"422 ";Islay;Arequipa
"Desaguadero ";1601;Talara;Piura
"Echarate ";"744 ";La Convención;Cusco
Eduardo Villanueva;"640 ";San Marcos;Cajamarca
"El Agustino ";1334;Lima;Lima
"El Algarrobal ";1475;Tambopata;Madre de Dios
"El Alto ";1570;Piura;Piura
"El Carmen ";"824 ";Churcampa;Huancavelica
"El Carmen ";"959 ";Chincha;Ica
El Carmen De La Frontera;1523;Pasco;Pasco
"El Cenepa ";"39  ";Condorcanqui;Amazonas
"El Eslabon ";1696;Yunguyo;Puno
"El Ingenio ";"981 ";Nazca;Ica
"El Mantaro ";1061;Jauja;Junín
"El Milagro ";"80  ";Utcubamba;Amazonas
"El Oro ";"279 ";Antabamba;Apurímac
"El Parco ";"3   ";Bagua;Amazonas
"El Porvenir ";1189;Trujillo;La Libertad
"El Porvenir ";1746;Moyobamba;San Martín
"El Prado ";"649 ";San Miguel;Cajamarca
"El Tallan ";1550;Huancabamba;Piura
"El Tambo ";1036;Huancayo;Junín
Eleazar Guzman Barron;"181 ";Mariscal Luzuriaga;Ancash
Elias Soplin Vargas;1734;Mariscal Cáceres;San Martín
Emilio San Martin;1440;Maynas;Loreto
"Encañada ";"555 ";Cajamarca;Cajamarca
"Espinar ";"739 ";Espinar;Cusco
Estique;1780;Candarave;Tacna
Estique-Pampa;1781;Candarave;Tacna
"Eten ";1205;Chiclayo;Lambayeque
"Eten Puerto ";1206;Chiclayo;Lambayeque
"Fernando Flores ";1424;Loreto;Loreto
"Ferreñafe ";1219;Ferreñafe;Lambayeque
Fidel Olivas Escudero;"182 ";Mariscal Luzuriaga;Ancash
"Fitzcarrald ";1454;Requena;Loreto
"Florencia De Mora ";1190;Trujillo;La Libertad
"Florida ";"10  ";Bongará;Amazonas
"Frias ";1513;Oxapampa;Pasco
"Gamarra ";"319 ";Grau;Apurímac
"Gorgor ";1243;Cajatambo;Lima
"Goyllarisquizga ";1485;Ilo;Moquegua
"Granada ";"24  ";Chachapoyas;Amazonas
"Gregorio Pita ";"641 ";San Marcos;Cajamarca
"Grocio Prado ";"960 ";Chincha;Ica
"Guadalupe ";1155;Pacasmayo;La Libertad
"Guadalupito ";1201;Virú;La Libertad
"Guzmango ";"597 ";Contumazá;Cajamarca
"Habana ";1718;Huallaga;San Martín
"Haquira ";"313 ";Cotabambas;Apurímac
"Hayahuanco ";"462 ";Huanta;Ayacucho
"Hermilio Valdizan ";"931 ";Leoncio Prado;Huánuco
"Heroinas Toledo ";1019;Concepción;Junín
"Hongos ";1384;Yauyos;Lima
"Honoria ";"944 ";Puerto Inca;Huánuco
"Huabal ";"623 ";Jaén;Cajamarca
"Huacachi ";"152 ";Huari;Ancash
"Huacaña ";"519 ";Sucre;Ayacucho
"Huacar ";"885 ";Ambo;Huánuco
"Huacaschuque ";"201 ";Pallasca;Ancash
"Huacaybamba ";"900 ";Huacaybamba;Huánuco
"Huaccana ";"305 ";Chincheros;Apurímac
"Huacchis ";"153 ";Huari;Ancash
"Huachac ";1008;Chupaca;Junín
"Huachis ";"154 ";Huari;Ancash
"Huacho ";1316;Huaura;Lima
"Huachocolpa ";"834 ";Huancavelica;Huancavelica
"Huachocolpa ";"868 ";Tayacaja;Huancavelica
"Huachon ";1500;Daniel A. Carrión;Pasco
"Huachos ";"814 ";Castrovirreyna;Huancavelica
"Huac-Huas ";"482 ";Lucanas;Ayacucho
"Huachupampa ";1286;Huarochirí;Lima
"Huacllan ";"86  ";Aija;Ancash
"Huacrachuco ";"937 ";Marañón;Huánuco
"Huacrapuquio ";1037;Huancayo;Junín
"Huacullani ";1602;Talara;Piura
"Hualgayoc ";"619 ";Hualgayoc;Cajamarca
"Hualhuas ";1038;Huancayo;Junín
"Huallaga ";1687;San Román;Puno
"Huallanca ";"104 ";Bolognesi;Ancash
"Huallanca ";"171 ";Huaylas;Ancash
"Hualmay ";1317;Huaura;Lima
"Huamachuco ";1176;Sánchez Carrión;La Libertad
"Huamali ";1062;Jauja;Junín
"Huamancaca Chico ";1009;Chupaca;Junín
"Huamanguilla ";"463 ";Huanta;Ayacucho
"Huamanquiquia ";"533 ";Víctor Fajardo;Ayacucho
"Huamantanga ";1248;Canta;Lima
"Huamatambo ";"815 ";Castrovirreyna;Huancavelica
"Huambalpa ";"542 ";Vilcashuamán;Ayacucho
"Huambo ";"67  ";Rodríguez de Mendoza;Amazonas
"Huambo ";"400 ";Caylloma;Arequipa
"Huanbos ";"584 ";Chota;Cajamarca
"Huanca ";"401 ";Caylloma;Arequipa
"Huancabamba ";1493;Mariscal Nieto;Moquegua
"Huancabamba ";1524;Pasco;Pasco
"Huanca-Huanca ";"801 ";Angaraes;Huancavelica
"Huancan ";1039;Huancayo;Junín
